"proto","srcip","sport","dstip","dsport","spkts","dpkts","sbytes","dbytes","state","stime","ltime","dur","attack_cat"
"tcp","175.45.176.3","13695","149.171.126.17","21","14","12","888","830","FIN","1421931691","1421931693","1,681,668","exploits"
"tcp","175.45.176.0","58164","149.171.126.15","80","10","8","1122","354","FIN","1421931692","1421931693","0.838255","exploits"
"udp","175.45.176.2","2146","149.171.126.10","14624","2","0","336","0","INT","1421931696","1421931696","1.00E-5","shellcode"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931696","1421931696","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931696","1421931696","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931696","1421931696","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931696","1421931696","4.00E-6","generic"
"tcp","175.45.176.0","56854","149.171.126.13","80","10","16","1250","10942","FIN","1421931696","1421931697","0.895909","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931698","1421931698","8.00E-6","generic"
"tcp","175.45.176.0","52944","149.171.126.15","179","64","12","69257","536","FIN","1421931639","1421931698","59,974,232","fuzzers"
"tcp","175.45.176.0","52944","149.171.126.15","179","64","12","69257","536","FIN","1421931639","1421931698","59,974,232","fuzzers"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931698","1421931698","8.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931698","1421931698","8.00E-6","generic"
"tcp","175.45.176.0","52944","149.171.126.15","179","58","14","67938","602","FIN","1421931699","1421931699","0.762741","fuzzers"
"tcp","175.45.176.0","52944","149.171.126.15","179","58","14","67938","602","FIN","1421931699","1421931699","0.762741","fuzzers"
"tcp","175.45.176.2","18775","149.171.126.16","25","22","20","4300","1538","FIN","1421931696","1421931699","2,720,919","generic"
"tcp","175.45.176.0","31156","149.171.126.19","80","10","6","978","268","FIN","1421931701","1421931701","0.578855","exploits"
"tcp","175.45.176.1","30817","149.171.126.18","143","12","10","2604","574","FIN","1421931700","1421931701","1,073,465","generic"
"tcp","175.45.176.2","41069","149.171.126.16","139","36","20","24138","2232","FIN","1421931698","1421931701","2,581,975","exploits"
"tcp","175.45.176.2","34703","149.171.126.14","139","28","26","5030","3274","FIN","1421931699","1421931701","2,644,522","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931702","1421931702","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931702","1421931702","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931702","1421931702","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931702","1421931702","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931703","1421931703","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931703","1421931703","7.00E-6","generic"
"tcp","175.45.176.0","6455","149.171.126.13","80","10","10","816","5162","FIN","1421931702","1421931703","0.774891","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931703","1421931703","7.00E-6","generic"
"tcp","175.45.176.0","13727","149.171.126.10","179","10","6","534","268","FIN","1421931702","1421931703","0.761786","fuzzers"
"tcp","175.45.176.0","13727","149.171.126.10","179","10","6","534","268","FIN","1421931702","1421931703","0.761786","fuzzers"
"tcp","175.45.176.0","13727","149.171.126.10","179","10","6","534","268","FIN","1421931702","1421931703","0.761786","fuzzers"
"tcp","175.45.176.2","60166","149.171.126.16","80","10","8","790","1076","FIN","1421931704","1421931705","0.87668","exploits"
"tcp","175.45.176.3","65195","149.171.126.10","25","24","20","8576","1762","FIN","1421931703","1421931706","2,605,316","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931707","1421931707","6.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931707","1421931707","6.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931707","1421931707","6.00E-6","generic"
"tcp","175.45.176.0","15079","149.171.126.18","80","10","6","1130","268","FIN","1421931706","1421931707","0.483966","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931707","1421931707","6.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931708","1421931708","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931708","1421931708","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931708","1421931708","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931710","1421931710","1.1e-05","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931710","1421931710","1.1e-05","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931710","1421931710","1.1e-05","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931710","1421931710","1.1e-05","generic"
"tcp","175.45.176.3","36295","149.171.126.15","25","60","26","58426","2044","FIN","1421931708","1421931710","2,464,897","exploits"
"tcp","175.45.176.2","17434","149.171.126.14","110","26","28","1252","10074","FIN","1421931709","1421931711","2,548,143","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931712","1421931712","2.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931712","1421931712","2.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931712","1421931712","2.00E-6","generic"
"tcp","175.45.176.0","63899","149.171.126.10","179","10","8","534","354","FIN","1421931711","1421931712","0.907724","fuzzers"
"tcp","175.45.176.0","63899","149.171.126.10","179","10","8","534","354","FIN","1421931711","1421931712","0.907724","fuzzers"
"tcp","175.45.176.0","63899","149.171.126.10","179","10","8","534","354","FIN","1421931711","1421931712","0.907724","fuzzers"
"udp","175.45.176.3","52997","149.171.126.12","88","2","0","578","0","INT","1421931715","1421931715","9.00E-6","dos"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931715","1421931715","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931715","1421931715","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931715","1421931715","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931715","1421931715","7.00E-6","generic"
"tcp","175.45.176.1","25171","149.171.126.10","25","26","20","11898","1800","FIN","1421931713","1421931715","1,962,678","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931716","1421931716","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931716","1421931716","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931716","1421931716","4.00E-6","generic"
"tcp","175.45.176.0","61311","149.171.126.16","80","10","8","826","2100","FIN","1421931716","1421931717","0.843703","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931718","1421931718","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931718","1421931718","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931718","1421931718","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931718","1421931718","7.00E-6","generic"
"tcp","175.45.176.1","59534","149.171.126.11","80","10","10","2784","3966","FIN","1421931718","1421931718","0.419423","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931719","1421931719","2.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931719","1421931719","2.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931719","1421931719","2.00E-6","generic"
"udp","175.45.176.2","43821","149.171.126.16","5600","1","0","1501","0","INT","1421931720","1421931720","0.0","fuzzers"
"tcp","175.45.176.0","31379","149.171.126.13","25","26","18","8173","1536","FIN","1421931719","1421931721","1,598,668","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931722","1421931722","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931722","1421931722","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931722","1421931722","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931722","1421931722","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931722","1421931722","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931722","1421931722","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931722","1421931722","4.00E-6","generic"
"tcp","175.45.176.2","14737","149.171.126.12","25","32","20","19160","1852","FIN","1421931721","1421931723","1,639,331","exploits"
"tcp","175.45.176.2","14737","149.171.126.12","25","32","20","19160","1852","FIN","1421931721","1421931723","1,639,331","exploits"
"udp","175.45.176.3","68","149.171.126.17","67","4","2","1322","704","CON","1421931724","1421931724","0.212981","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931725","1421931725","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931725","1421931725","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931725","1421931725","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931725","1421931725","4.00E-6","generic"
"tcp","175.45.176.0","61889","149.171.126.16","80","18","12","2412","5308","FIN","1421931717","1421931725","767,648","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931726","1421931726","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931726","1421931726","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931726","1421931726","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931728","1421931728","3.00E-6","generic"
"tcp","175.45.176.1","17684","149.171.126.12","1900","38","10","42564","440","FIN","1421931728","1421931728","0.485826","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931728","1421931728","3.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931728","1421931728","3.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931728","1421931728","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931728","1421931728","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931728","1421931728","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931728","1421931728","1.00E-5","generic"
"tcp","175.45.176.3","44813","149.171.126.15","143","28","92","1442","104262","FIN","1421931729","1421931730","1,506,584","exploits"
"tcp","175.45.176.2","44624","149.171.126.16","80","10","12","884","6508","FIN","1421931731","1421931731","0.596145","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931731","1421931731","3.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931731","1421931731","3.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931731","1421931731","3.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931731","1421931731","3.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931732","1421931732","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931732","1421931732","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931732","1421931732","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931733","1421931733","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931733","1421931733","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931733","1421931733","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931733","1421931733","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931734","1421931734","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931734","1421931734","7.00E-6","generic"
"tcp","175.45.176.1","18945","149.171.126.14","25","26","20","12244","1654","FIN","1421931733","1421931734","1,282,301","exploits"
"tcp","175.45.176.1","18945","149.171.126.14","25","26","20","12244","1654","FIN","1421931733","1421931734","1,282,301","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931734","1421931734","7.00E-6","generic"
"tcp","175.45.176.1","50134","149.171.126.18","80","10","6","972","268","FIN","1421931734","1421931735","0.571677","exploits"
"tcp","175.45.176.3","59217","149.171.126.14","61114","10","8","582","354","FIN","1421931732","1421931735","2,528,676","shellcode"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931736","1421931736","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931736","1421931736","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931736","1421931736","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931736","1421931736","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931737","1421931737","8.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931737","1421931737","8.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931737","1421931737","8.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931739","1421931739","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931739","1421931739","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931739","1421931739","4.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931739","1421931739","4.00E-6","generic"
"tcp","175.45.176.2","19468","149.171.126.10","25","186","44","221725","2856","FIN","1421931736","1421931739","328,771","exploits"
"tcp","175.45.176.2","19468","149.171.126.10","25","186","44","221725","2856","FIN","1421931736","1421931739","328,771","exploits"
"tcp","175.45.176.2","51224","149.171.126.13","80","10","8","692","354","FIN","1421931739","1421931740","0.887235","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931740","1421931740","1.4e-05","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931740","1421931740","1.4e-05","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931740","1421931740","1.4e-05","generic"
"tcp","175.45.176.3","24153","149.171.126.18","80","10","10","1126","1594","FIN","1421931740","1421931741","0.846608","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931743","1421931743","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931743","1421931743","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931743","1421931743","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931743","1421931743","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931744","1421931744","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931744","1421931744","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931744","1421931744","4.00E-6","generic"
"tcp","175.45.176.3","40396","149.171.126.12","80","12","2","1464","96","FIN","1421931743","1421931745","2,790,916","exploits"
"tcp","175.45.176.1","4599","149.171.126.13","80","14","30","1268","32508","FIN","1421931745","1421931746","1,090,698","exploits"
"tcp","175.45.176.2","40880","149.171.126.19","25","34","24","19713","1946","FIN","1421931743","1421931746","2,569,394","dos"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931748","1421931748","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931748","1421931748","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931748","1421931748","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931748","1421931748","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931749","1421931749","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931749","1421931749","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931749","1421931749","4.00E-6","generic"
"tcp","175.45.176.2","12353","149.171.126.17","110","34","112","1578","125824","FIN","1421931748","1421931751","3,302,017","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931752","1421931752","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931752","1421931752","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931752","1421931752","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931752","1421931752","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931753","1421931753","1.00E-5","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931753","1421931753","1.00E-5","generic"
"tcp","175.45.176.3","64511","149.171.126.17","80","10","8","806","1076","FIN","1421931752","1421931753","0.407871","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931753","1421931753","1.00E-5","generic"
"udp","175.45.176.1","19683","149.171.126.10","53","2","796","120","60496","CON","1421931726","1421931753","2,726,449","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931754","1421931754","8.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931754","1421931754","8.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931754","1421931754","8.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931754","1421931754","8.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931755","1421931755","8.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931755","1421931755","8.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931755","1421931755","8.00E-6","generic"
"tcp","175.45.176.2","45644","149.171.126.16","80","10","6","1214","268","FIN","1421931755","1421931756","0.367193","exploits"
"tcp","175.45.176.2","27895","149.171.126.18","80","9","6","1076","268","FIN","1421931750","1421931756","654,068","generic"
"tcp","175.45.176.3","17493","149.171.126.11","1094","14","8","962","468","FIN","1421931755","1421931757","2,197,558","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931757","1421931757","2.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931757","1421931757","2.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931757","1421931757","2.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931757","1421931757","2.00E-6","generic"
"tcp","175.45.176.2","28730","149.171.126.12","13838","14","8","4500","422","FIN","1421931756","1421931758","1,401,483","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931758","1421931758","1.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931758","1421931758","1.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931758","1421931758","1.00E-6","generic"
"tcp","175.45.176.1","30174","149.171.126.10","110","28","46","1310","40628","FIN","1421931755","1421931759","3,514,813","dos"
"tcp","175.45.176.1","50460","149.171.126.16","25","14","12","1754","832","FIN","1421931759","1421931760","103,906","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931761","1421931761","1.1e-05","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931761","1421931761","1.1e-05","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931761","1421931761","1.1e-05","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931761","1421931761","1.1e-05","generic"
"tcp","175.45.176.2","41448","149.171.126.13","445","84","300","5888","380296","FIN","1421931754","1421931762","8,482,244","generic"
"tcp","175.45.176.3","7556","149.171.126.13","80","10","10","830","1298","FIN","1421931761","1421931762","0.988017","dos"
"udp","175.45.176.3","54968","149.171.126.19","18534","2","0","350","0","INT","1421931762","1421931762","1.8e-05","shellcode"
"tcp","175.45.176.1","60247","149.171.126.10","8080","10","8","862","1108","FIN","1421931760","1421931762","1,699,103","dos"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931763","1421931763","7.00E-6","generic"
"udp","175.45.176.2","59219","149.171.126.16","5600","3","0","3028","0","INT","1421931763","1421931763","1.9e-05","fuzzers"
"tcp","175.45.176.2","44216","149.171.126.14","80","10","8","812","2238","FIN","1421931763","1421931763","0.543236","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931763","1421931763","7.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931763","1421931763","7.00E-6","generic"
"udp","175.45.176.2","7481","149.171.126.16","5600","2","0","2988","0","INT","1421931764","1421931764","1.2e-05","fuzzers"
"tcp","175.45.176.1","63774","149.171.126.10","25","26","20","10772","1126","FIN","1421931764","1421931765","1,499,904","generic"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931766","1421931766","6.00E-6","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931767","1421931767","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931767","1421931767","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931767","1421931767","7.00E-6","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931767","1421931767","7.00E-6","generic"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931767","1421931767","1.1e-05","exploits"
"tcp","175.45.176.0","63663","149.171.126.10","179","10","6","534","268","FIN","1421931767","1421931767","0.488588","fuzzers"
"tcp","175.45.176.0","63663","149.171.126.10","179","10","6","534","268","FIN","1421931767","1421931767","0.488588","fuzzers"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931768","1421931768","4.00E-6","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931768","1421931768","1.1e-05","generic"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931768","1421931768","4.00E-6","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931768","1421931768","1.1e-05","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931768","1421931768","1.1e-05","generic"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931769","1421931769","1.00E-5","exploits"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931769","1421931769","1.00E-5","exploits"
"udp","175.45.176.3","18946","149.171.126.15","520","2","0","104","0","INT","1421931769","1421931769","4.00E-6","fuzzers"
"tcp","175.45.176.3","50600","149.171.126.15","80","8","6","718","1046","CON","1421931769","1421931769","0.726271","dos"
"udp","175.45.176.3","7094","149.171.126.15","520","2","0","104","0","INT","1421931770","1421931770","4.00E-6","fuzzers"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931770","1421931770","1.1e-05","exploits"
"udp","175.45.176.3","39105","149.171.126.15","520","2","0","104","0","INT","1421931771","1421931771","1.00E-5","fuzzers"
"tcp","175.45.176.2","7285","149.171.126.13","80","10","8","820","1936","FIN","1421931771","1421931771","0.432792","exploits"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931771","1421931771","1.00E-5","exploits"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931771","1421931771","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931771","1421931771","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931771","1421931771","1.00E-5","generic"
"udp","175.45.176.1","47439","149.171.126.18","53","2","0","114","0","INT","1421931771","1421931771","1.00E-5","generic"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931772","1421931772","1.00E-5","exploits"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931772","1421931772","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931772","1421931772","4.00E-6","generic"
"udp","175.45.176.1","1043","149.171.126.18","53","2","0","114","0","INT","1421931772","1421931772","4.00E-6","generic"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931772","1421931772","1.00E-5","exploits"
"udp","175.45.176.3","28295","149.171.126.15","520","2","0","104","0","INT","1421931772","1421931772","7.00E-6","fuzzers"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931773","1421931773","1.00E-5","exploits"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931773","1421931773","1.00E-5","exploits"
"udp","175.45.176.3","20809","149.171.126.15","520","2","0","104","0","INT","1421931773","1421931773","3.00E-6","fuzzers"
"udp","175.45.176.1","34127","149.171.126.14","51918","2","0","254","0","INT","1421931774","1421931774","1.1e-05","shellcode"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931774","1421931774","1.00E-5","exploits"
"udp","175.45.176.1","60986","149.171.126.11","53","2","0","134","0","INT","1421931774","1421931774","1.00E-5","exploits"
"tcp","175.45.176.2","36543","149.171.126.19","80","10","6","974","268","FIN","1421931774","1421931774","0.726524","exploits"
"udp","175.45.176.3","13298","149.171.126.15","520","2","0","104","0","INT","1421931774","1421931774","1.00E-5","fuzzers"
"udp","175.45.176.3","20217","149.171.126.15","520","2","0","104","0","INT","1421931775","1421931775","8.00E-6","fuzzers"
